Spieler_ID;Vereins_ID;Trikot_Nr;Spieler_Name;Land;Spiele;Tore;Vorlagen
522;15;19;TorlesKnoll;Deutschland;15;1;0
523;15;27;MatheusPereira;Brasilien;15;0;1
524;15;10;SebastianKerk;Deutschland;15;0;0
525;15;7;EdgarSalli;Kamerun;4;0;0
526;20;1;TimoHorn;Deutschland;27;0;0
527;20;28;Jan-ChristophBartels;Deutschland;0;0;0
528;20;18;ThomasKessler;Deutschland;0;0;0
529;20;31;BradyScott;Unbekannt;0;0;0
530;20;5;RafaelCzichos;Deutschland;25;2;1
531;20;14;JonasHector;Deutschland;22;3;1
532;20;22;Mere;Spanien;21;0;0
533;20;23;JannesHorn;Deutschland;19;0;3
534;20;3;LasseSobiech;Deutschland;12;0;2
535;20;2;BennoErikSchmitz;Deutschland;12;0;1
536;20;4;FrederikSörensen;Dänemark;4;0;0
537;20;35;MatthiasBader;Deutschland;3;0;0
538;20;34;NoahKatterbach;Deutschland;0;0;0
539;20;24;DominickDrexler;Deutschland;27;9;12
540;20;13;LouisSchaub;Österreich;22;3;13
541;20;7;MarcelRisse;Deutschland;19;2;4
542;20;6;MarcoHöger;Deutschland;19;1;2
543;20;17;ChristianClemens;Deutschland;16;2;2
544;20;20;SalihÖzcan;Deutschland;14;1;0
545;20;21;VincentKoziello;Frankreich;11;1;1
546;20;36;NiklasHauptmann;Deutschland;10;0;1
547;20;8;JohannesGeis;Deutschland;7;0;4
548;20;30;FlorianKainz;Österreich;6;0;2
549;20;33;MatthiasLehmann;Deutschland;3;0;0
550;20;38;NikolasNartey;Dänemark;1;0;0
551;20;26;ChrisFuhrich;Deutschland;0;0;0
552;20;9;SimonTerodde;Deutschland;26;30;2
553;20;15;JhonCordoba;Kolumbien;25;13;0
554;20;27;AnthonyModeste;Frankreich;5;4;0
555;19;1;JulianPollersbeck;Deutschland;28;0;0
556;19;12;TomMickel;Deutschland;2;0;0
557;19;30;MortenBehrens;Deutschland;0;0;0
558;19;4;RickVanDrongelen;Niederlande;29;1;0
559;19;6;DouglasSantos;Brasilien;28;2;3
560;19;24;GotokuSakai;Japan;27;0;1
561;19;5;DavidBates;Unbekannt;24;1;0
562;19;2;LeoLacroix;Schweiz;10;0;1
563;19;27;JoshaVagnoman;Deutschland;8;0;0
564;19;28;GideonJung;Deutschland;6;0;0
565;19;26;Tobias-MbunjiroKnost;Deutschland;1;0;1
566;19;22;StephanAmbrosius;Deutschland;1;0;0
567;19;9;KyriakosPapadopoulos;Griechenland;0;0;0
568;19;36;PatricPfeiffer;Deutschland;0;0;0
569;19;7;KhaledNarey;Deutschland;28;7;4
570;19;25;OrelMangala;Belgien;28;1;2
571;19;8;LewisHoltby;Deutschland;27;5;5
572;19;14;AaronHunt;Deutschland;20;5;1
573;19;16;VasilijeJanjicic;Schweiz;18;0;0
574;19;13;ChristophMoritz;Deutschland;11;0;0
575;19;41;BerkayOzcan;Türkei;9;2;1
576;19;34;JonasDavid;Deutschland;2;0;0
577;19;31;ArianitFerati;Deutschland;0;0;0
578;19;21;Moritz-BroniKwarteng;Deutschland;0;0;0
579;19;10;Pierre-MichelLasogga;Deutschland;22;17;1
580;19;18;BakeryJatta;Unbekannt;19;3;1
581;19;20;HwangHee-chan;Republik Korea (Südkorea);18;2;1
582;19;15;Jann-FieteArp;Deutschland;18;1;2
583;19;11;TatsuyaIto;Japan;17;0;0
584;19;23;Jairo;Spanien;3;0;0
585;19;19;ManuelWintzheimer;Deutschland;1;0;0
586;19;33;MarcoDrawz;Polen;0;0;0
587;19;32;AaronOpoku;Deutschland;0;0;0
588;21;1;RafalGikiewicz;Polen;28;1;0
589;21;12;JakobBusk;Dänemark;0;0;0
590;21;20;LennartMoser;Deutschland;0;0;0
591;21;5;MarvinFriedrich;Deutschland;28;0;0
592;21;28;ChristopherTrimmel;Österreich;26;0;5
593;21;19;FlorianHübner;Deutschland;25;2;1
594;21;14;KenReichel;Deutschland;21;0;1
595;21;25;ChristopherLenz;Deutschland;10;0;0
596;21;6;JulianRyerson;Norwegen;6;0;0
597;21;18;NicolaiRapp;Deutschland;2;0;0
598;21;34;FabianSchönheim;Deutschland;0;0;0
599;21;15;MarcTorrejon;Spanien;0;0;0
600;21;24;ManuelSchmiedebach;Deutschland;27;0;0
601;21;7;MarcelHartel;Deutschland;24;2;2
602;21;21;GrischaPrömel;Deutschland;23;4;2
603;21;32;RobertZulj;Österreich;22;3;5
604;21;23;FelixKroos;Deutschland;20;3;1
605;21;29;MichaelParensen;Deutschland;8;0;0
606;21;31;BerkanTaz;Deutschland;1;0;0
607;21;33;LennardMaloney;Deutschland;0;0;0
608;21;27;ErollZeynullahu;Unbekannt;0;0;0
609;21;10;SebastianAndersson;Schweden;28;11;3
610;21;11;AkakiGogia;Deutschland;24;6;1
611;21;8;JoshuaMees;Deutschland;15;4;2
612;21;30;AbdullahiSuleiman;Nigeria;13;2;2
613;21;9;SebastianPolter;Deutschland;12;7;0
614;21;17;CarlosMane;Portugal;6;0;1
615;22;30;RobinHimmelmann;Deutschland;26;0;0
616;22;33;SvendBrodersen;Deutschland;1;0;0
617;22;1;KorbinianMüller;Deutschland;0;0;0
618;22;5;MarvinKnoll;Deutschland;26;3;6
619;22;6;ChristopherAvevor;Deutschland;24;1;0
620;22;15;DanielBuballa;Deutschland;22;0;1
621;22;4;PhilippZiereis;Deutschland;17;0;0
622;22;38;FlorianCarstens;Deutschland;12;1;0
623;22;19;LucaZander;Deutschland;12;0;1
624;22;27;Jan-PhilippKalla;Deutschland;7;0;0
625;22;22;JustinHoogma;Niederlande;6;0;0
626;22;39;YiYoungPark;Republik Korea (Südkorea);2;0;0
627;22;2;JakubBednarczyk;Polen;0;0;0
628;22;16;MarcHornschuh;Deutschland;0;0;0
629;22;35;BrianKoglin;Deutschland;0;0;0
630;22;14;MatsMöllerDaehli;Norwegen;26;2;4
631;22;8;JeremyDudziak;Deutschland;20;2;1
632;22;10;ChristopherBuchtmann;Deutschland;19;5;1
633;22;23;JohannesFlum;Deutschland;19;0;2
634;22;12;RyoMiyaichi;Japan;18;3;0
635;22;20;RichardNeudecker;Deutschland;16;3;1
636;22;28;WaldemarSobota;Polen;14;0;1
637;22;31;ErsinZehir;Deutschland;12;0;0
638;22;7;KevinLankford;Deutschland;1;0;0
639;22;36;LuisCordes;Deutschland;0;0;0
640;22;34;JakobMunzner;Deutschland;0;0;0
641;22;25;HenkVeerman;Niederlande;17;6;4
642;22;11;SamiAllagui;Tunesien;17;4;2
643;22;18;DimitrisDiamantakos;Griechenland;15;4;0
644;22;9;AlexanderMeier;Deutschland;8;5;0
645;22;29;JanMarcSchneider;Deutschland;7;0;0
646;27;18;KennethKronholm;Vereinigte Staaten;28;0;0
647;27;35;DominikReimann;Deutschland;1;0;0
648;27;1;TimonWeiner;Deutschland;0;0;0
649;27;24;HaukeWahl;Deutschland;28;1;1
650;27;20;JannikDehm;Deutschland;28;0;2
651;27;15;JohannesvandenBergh;Deutschland;27;0;1
652;27;3;DominikSchmidt;Deutschland;26;0;0
653;27;5;StefanThesker;Deutschland;14;2;0
654;27;4;YannBisseck;Deutschland;1;0;0
655;27;2;ArneSicker;Deutschland;1;0;0
656;27;29;TobiasFleckstein;Deutschland;0;0;0
657;27;8;AlexanderMuhling;Deutschland;28;9;5
658;27;26;JonasMeffert;Deutschland;24;2;0
659;27;9;MathiasHonsak;Österreich;21;4;3
660;27;6;DavidKinsombi;Deutschland;20;5;2
661;27;22;AtakanKarazor;Deutschland;17;1;2
662;27;7;LeeJaeSung;Republik Korea (Südkorea);14;2;2
663;27;11;MasayaOkugawa;Japan;13;2;1
664;27;25;LaszloBenes;Slowakei;9;2;4
665;27;17;PatrickKammerbauer;Deutschland;4;0;0
666;27;16;PhilippSander;Deutschland;2;0;0
667;27;23;JanniSerra;Deutschland;27;11;2
668;27;27;KingsleySchindler;Ghana;22;7;6
669;27;10;HeinzMorschel;Deutschland;8;1;0
670;27;30;BenjaminGirth;Deutschland;7;2;0
671;27;14;AaronSeydel;Deutschland;5;2;1
672;27;38;FranckEvina;Deutschland;5;0;0
673;27;28;NoahAwuku;Deutschland;2;0;0
674;29;1;KevinMüller;Deutschland;28;0;0
675;29;22;VitusEicher;Deutschland;1;0;0
676;29;39;MatthiasKobbing;Deutschland;0;0;0
677;29;6;PatrickMainka;Deutschland;27;0;0
678;29;2;MarnonBusch;Deutschland;26;0;3
679;29;33;TimoBeermann;Deutschland;22;1;0
680;29;28;ArneFeick;Deutschland;14;1;2
681;29;29;RobertStrauß;Deutschland;9;0;1
682;29;4;OliverSteurer;Deutschland;3;0;0
683;29;34;TobiasReithmeir;Deutschland;2;0;0
684;29;30;NormanTheuerkauf;Deutschland;29;0;0
685;29;18;SebastianGriesbeck;Deutschland;28;2;3
686;29;7;MarcSchnatterer;Deutschland;26;10;7
687;29;36;NiklasDorsch;Deutschland;24;1;1
688;29;8;RobertAndrich;Deutschland;19;1;1
689;29;17;MauriceMulthaup;Deutschland;17;2;1
690;29;38;TimSkarke;Deutschland;13;0;0
691;29;21;MaximilianThiel;Deutschland;12;0;0
692;29;31;JonasBrandle;Deutschland;1;0;0
693;29;37;GokalpKilic;Deutschland;1;0;0
694;29;16;KevinSessa;Deutschland;0;0;0
695;29;10;NikolaDovedan;Österreich;26;9;4
696;29;9;RobertGlatzel;Deutschland;20;13;3
697;29;11;DenisThomalla;Deutschland;19;6;3
698;29;32;PatrickSchmidt;Deutschland;19;1;3
699;29;13;RobertLeipertz;Deutschland;0;0;0
700;25;17;LeopoldZingerle;Deutschland;26;0;0
701;25;1;MichaelRatajczak;Deutschland;4;0;0
702;25;34;LeonBruggemeier;Deutschland;0;0;0
703;25;29;JamiluCollins;Nigeria;29;0;1
704;25;13;SebastianSchonlau;Deutschland;23;1;0
705;25;5;ChristianStrohdiek;Deutschland;22;0;0
706;25;2;UweHünemeier;Deutschland;18;4;3
707;25;33;LukasBoeder;Deutschland;6;1;0
708;25;12;FelixHerzenbruch;Deutschland;1;0;0
709;25;30;LeonFesser;Deutschland;0;0;0
710;25;3;SaschaHeil;Deutschland;0;0;0
711;25;23;PhilimonTawiah;Ghana;0;0;0
712;25;25;MohamedDrager;Tunesien;28;0;5
713;25;31;BenZolinski;Deutschland;27;5;2
714;25;21;PhilippKlement;Deutschland;26;12;8
715;25;22;ChristopherAntwi-Adjej;Deutschland;26;5;1
716;25;39;SebastianVasiliadis;Griechenland;22;3;7
717;25;8;KlausGjasula;Deutschland;21;1;0
718;25;7;MarlonRitter;Deutschland;19;2;2
719;25;19;TobiasSchwede;Deutschland;19;1;1
720;25;24;OliverSchindler;Ungarn;0;0;0
721;25;4;MassihWassey;Kanada;0;0;0
722;25;37;BernardTekpetey;Ghana;28;10;5
723;25;11;SvenMichel;Deutschland;20;9;5
724;25;27;BabacarGueye;Senegal;20;7;2
725;25;9;KaiProger;Deutschland;9;3;2
726;25;9;JuliusDüker;Deutschland;8;1;0
727;25;14;KhiryShelton;Unbekannt;1;0;0
728;25;18;SergioGucciardo;Italien;0;0;0
729;25;20;MohammedKamara;Liberia;0;0;0
730;25;16;PhilipposSelkos;Griechenland;0;0;0
731;26;1;PhilippPentke;Deutschland;26;0;0
732;26;33;AndreWeis;Deutschland;1;0;0
733;26;32;AlexanderWeidinger;Deutschland;0;0;0
734;26;4;AsgerSorensen;Dänemark;26;0;2
735;26;6;BenediktSaller;Deutschland;24;1;1
736;26;14;MarcelCorreia;Deutschland;23;2;0
737;26;19;JonasFöhrenbach;Deutschland;18;0;1
738;26;3;AlexanderNandzik;Deutschland;15;0;0
739;26;17;OliverHein;Deutschland;4;0;0
740;26;16;MarkusPalionis;Litauen;4;0;0
741;26;28;SebastianNachreiner;Deutschland;1;0;0
742;26;5;DominicVolkmer;Deutschland;1;0;0
743;26;8;AndreasGeipl;Deutschland;26;0;3
744;26;18;MarcLais;Deutschland;23;2;0
745;26;20;MaximilianThalhammer;Deutschland;14;1;1
746;26;29;AdrianFein;Deutschland;13;0;1
747;26;26;AndreDej;Polen;0;0;0
748;26;23;SargisAdamyan;Armenien;26;10;6
749;26;15;MarcoGrüttner;Deutschland;26;10;2
750;26;9;JannGeorge;Deutschland;26;4;3
751;26;25;HamadiAlGhaddioui;Deutschland;25;5;3
752;26;22;SebastianStolze;Deutschland;24;3;2
753;26;21;JonasNietfeld;Deutschland;11;0;0
754;26;7;AlbionVrenezi;Unbekannt;10;0;1
755;26;10;JulianMauriceDerstroff;Deutschland;4;1;0
756;26;11;SebastianFreis;Deutschland;3;0;0
757;26;34;HarisHyseni;Deutschland;1;0;0
758;23;1;ManuelRiemann;Deutschland;26;0;0
759;23;32;FelixDornebusch;Deutschland;1;0;0
760;23;2;TimHoogland;Deutschland;26;1;1
761;23;18;JanGyamerah;Deutschland;25;0;0
762;23;3;DaniloSoares;Brasilien;22;0;1
763;23;21;StefanoCelozzi;Deutschland;19;0;1
764;23;19;PatrickFabian;Deutschland;11;2;0
765;23;29;MaximLeitsch;Deutschland;9;0;0
766;23;22;DominikBaumgartner;Österreich;5;0;0
767;23;31;TomBaack;Deutschland;2;0;0
768;23;37;ArmelBellaKotchap;Deutschland;0;0;0
769;23;23;RobertTesche;Deutschland;25;3;2
770;23;8;AnthonyLosilla;Frankreich;25;1;0
771;23;14;TomWeilandt;Deutschland;24;7;1
772;23;13;SidneySam;Deutschland;18;2;3
773;23;11;LeeChung-Yong;Republik Korea (Südkorea);17;1;3
774;23;20;VitalyJanelt;Deutschland;10;1;0
775;23;7;SebastianMaier;Deutschland;10;0;1
776;23;26;GörkemSaglam;Deutschland;4;0;1
777;23;33;MoritzRomling;Deutschland;3;0;0
778;23;10;ThomasEisfeld;Deutschland;2;0;0
779;23;30;BarisEkincier;Aserbaidschan;1;0;0
780;23;25;JannikBandowski;Deutschland;0;0;0
781;23;28;LarsHoltkamp;Deutschland;0;0;0
782;23;0;JanWellers;Deutschland;0;0;0
783;23;16;LukasHinterseer;Österreich;24;13;2
784;23;35;SilvereGanvoula;Kongo;16;2;1
785;23;17;RobbieKruse;Australien;14;1;2
786;23;9;SimonZoller;Deutschland;8;2;1
787;23;27;MilosPantovic;Serbien;8;1;0
788;32;1;StefanOrtega;Deutschland;23;0;0
789;32;25;PhilippKlewin;Deutschland;5;0;0
790;32;40;BaboucarrGaye;Deutschland;0;0;0
791;32;8;FlorianHartherz;Deutschland;26;1;3
792;32;11;StephanSalger;Deutschland;22;1;0
793;32;13;JulianBörner;Deutschland;21;3;1
794;32;23;JonathanClauss;Frankreich;21;2;2
795;32;3;BrianBehrendt;Österreich;21;0;0
796;32;27;CedricBrunner;Schweiz;18;1;2
797;32;4;Anderson-LendaLucoqui;Deutschland;10;0;1
798;32;2;AmosPieper;Deutschland;3;0;0
799;32;34;CanHayriOzkan;Deutschland;0;0;0
800;32;19;ManuelPrietl;Österreich;27;0;1
801;32;32;KeanuStaude;Deutschland;23;2;0
802;32;14;JoanEdmundsson;Unbekannt;22;4;5
803;32;20;NilsSeufert;Deutschland;19;0;2
804;32;7;PatrickWeihrauch;Deutschland;18;1;0
805;32;6;TomSchütz;Deutschland;13;2;1
806;32;5;MaxChristiansen;Deutschland;9;0;0
807;32;15;ReinholdYabo;Deutschland;7;1;0
808;32;22;RobertoMassimo;Deutschland;5;1;0
809;32;37;CerrutiSiya;Deutschland;0;0;0
810;32;38;SemirUcar;Deutschland;0;0;0
811;32;9;FabianKlos;Deutschland;27;10;5
812;32;21;AndreasVoglsammer;Deutschland;27;8;2
813;32;17;Prince-OseiOwusu;Deutschland;13;2;0
814;32;16;SörenBrandy;Deutschland;5;0;0
815;32;36;SvenSchipplock;Deutschland;4;2;1
816;32;10;ChristopherNöthe;Deutschland;0;0;0
817;32;18;NilsQuaschner;Deutschland;0;0;0
818;31;1;MartinMännel;Deutschland;25;0;0
819;31;34;DanielHaas;Deutschland;2;0;0
820;31;26;RobertJendrusch;Deutschland;0;0;0
821;31;35;MaximilianSchlosser;Deutschland;0;0;0
822;31;20;CalogeroRizzuto;Deutschland;22;0;1
823;31;4;FabianKalig;Deutschland;21;0;1
824;31;21;MalcolmCacutalua;Deutschland;17;0;0
825;31;15;DennisKempe;Deutschland;16;1;1
826;31;12;SteveBreitkreuz;Deutschland;13;0;0
827;31;36;FilipKusic;Deutschland;9;0;0
828;31;6;LukeHemmerich;Deutschland;2;0;0
829;31;3;JanKral;Tschechien;0;0;0
830;31;7;JanHochscheidt;Deutschland;27;7;2
831;31;5;ClemensFandrich;Deutschland;25;2;1
832;31;17;PhilippRiese;Deutschland;21;1;2
833;31;25;DominikWydra;Österreich;15;0;0
834;31;16;MarioKvesic;Bosnien-Herzegowina;11;1;0
835;31;8;TomBaumgart;Deutschland;6;0;1
836;31;13;LouisSamson;Deutschland;6;0;0
837;31;14;OleKäuper;Deutschland;4;0;0
838;31;24;John-PatrickStrauß;Deutschland;4;0;0
839;31;30;EliasLoder;Deutschland;0;0;0
840;31;37;PascalTestroet;Deutschland;26;14;3
841;31;9;EmmanuelIyoha;Deutschland;23;3;5
842;31;10;DimitrijNazarov;Aserbaidschan;18;2;0
843;31;38;RobertHerrmann;Deutschland;12;1;0
844;31;11;FlorianKruger;Deutschland;10;1;3
845;31;0;PhilippZulechner;Österreich;3;1;0
846;31;14;MaximilianPronichev;Russland;0;0;0
847;30;1;DanielFernandes;Portugal;28;0;0
848;30;0;IgorBerezovskiy;Ukraine;0;0;0
849;30;38;MaxGrün;Deutschland;0;0;0
850;30;22;RouvenSattelmaier;Deutschland;0;0;0
851;30;31;FlorianStritzel;Deutschland;0;0;0
852;30;32;FabianHolland;Deutschland;27;0;2
853;30;28;MarcelFranke;Deutschland;25;2;1
854;30;21;ImmanuelHöhn;Deutschland;17;1;0
855;30;40;TimRieder;Deutschland;17;0;0
856;30;17;SandroSirigu;Deutschland;15;0;0
857;30;15;MathiasWittek;Deutschland;6;0;0
858;30;37;PatrickHerrmann;Deutschland;5;0;0
859;30;2;SebastianHertner;Deutschland;5;0;0
860;30;26;PatrickBanggaard;Dänemark;0;0;0
861;30;39;CameronRoyo;Deutschland;0;0;0
862;30;20;MarcelHeller;Deutschland;27;3;6
863;30;3;JoevinJones;Trinidad und Tobago;26;2;3
864;30;11;TobiasKempe;Deutschland;25;10;4
865;30;6;MarvinMehlem;Deutschland;25;5;3
866;30;5;SlobodanMedojevic;Serbien;17;0;0
867;30;25;YannickStark;Deutschland;16;0;1
868;30;4;VictorPalsson;Island;8;0;0
869;30;26;ChristophMoritz;Deutschland;4;1;0
870;30;36;WilsonKamavuaka;Deutschland;4;0;0
871;30;34;LeonMuller;Deutschland;0;0;0
872;30;19;SerdarDursun;Türkei;27;9;0
873;30;9;JohannesWurtz;Deutschland;19;1;1
874;30;23;SörenBertram;Deutschland;7;1;0
875;30;7;FelixPlatte;Deutschland;6;0;1
876;30;0;SelimGündüz;Türkei;1;0;0
877;30;37;LucaGelzleichter;Deutschland;0;0;0
878;24;30;SaschaBurchert;Deutschland;26;0;0
879;24;1;MariusFunk;Deutschland;0;0;0
880;24;25;LeonSchaffran;Deutschland;0;0;0
881;24;5;RichardMagyar;Schweden;23;1;0
882;24;24;MaximilianSauer;Deutschland;22;0;0
883;24;3;MaximilianWittek;Deutschland;20;0;4
884;24;22;MarioMaloca;Kroatien;20;0;0
885;24;29;TobiasMohr;Deutschland;19;4;2
886;24;13;MarcoCaligiuri;Deutschland;16;2;0
887;24;23;PaulJaeckel;Deutschland;13;0;0
888;24;15;SebastianErnst;Deutschland;26;1;1
889;24;37;JulianGreen;Unbekannt;22;2;1
890;24;4;LukasGugganig;Österreich;21;2;0
891;24;31;DanielSteininger;Deutschland;12;1;0
892;24;11;DavidRaum;Deutschland;10;1;1
893;24;21;NikOmladic;Slowenien;5;0;0
894;24;6;YosukeIdeguchi;Japan;4;1;0
895;24;33;PaulSeguin;Deutschland;4;0;1
896;24;8;EliasAbouchabaka;Deutschland;3;0;0
897;24;18;BenediktKirsch;Deutschland;0;0;0
898;24;0;HansNunooSarpei;Ghana;0;0;0
899;24;10;DanielKeita-Ruel;Deutschland;26;9;1
900;24;20;DavidAtanga;Ghana;23;1;5
901;24;17;FabianReese;Deutschland;22;1;0
902;24;27;KennyPrinceRedondo;Deutschland;7;0;0
903;24;9;ShawnParker;Deutschland;5;1;0
904;28;1;MarkusSchubert;Deutschland;26;0;0
905;28;21;TimBoss;Deutschland;0;0;0
906;28;24;PatrickWiegers;Deutschland;0;0;0
907;28;2;LinusWahlqvist;Schweden;21;0;2
908;28;31;BrianHamalainen;Dänemark;20;1;0
909;28;3;DarioDumic;Unbekannt;19;1;0
910;28;18;JannikMüller;Deutschland;14;1;0
911;28;7;NiklasKreuzer;Deutschland;13;0;2
912;28;26;SörenGonther;Deutschland;12;0;0
913;28;23;FlorianBallas;Deutschland;4;0;0
914;28;39;KevinEhlers;Deutschland;0;0;0
915;28;20;PatrickEbert;Deutschland;24;2;2
916;28;8;RicoBenatelli;Deutschland;24;1;0
917;28;4;JannisNikolaou;Deutschland;23;1;1
918;28;10;AiasAosman;Deutschland;21;4;1
919;28;40;ErichBerko;Deutschland;21;2;1
920;28;28;BarisAtik;Türkei;17;3;3
921;28;11;HarisDuljevic;Unbekannt;16;1;0
922;28;6;MarcoHartmann;Deutschland;12;0;1
923;28;22;PatrickMoschl;Österreich;7;0;0
924;28;5;DzenisBurnic;Deutschland;4;0;0
925;28;35;MariusHauptmann;Deutschland;1;0;0
926;28;36;MaxKulke;Deutschland;1;0;0
927;28;34;JustinLowe;Deutschland;1;0;0
928;28;14;MoussaKoné;Senegal;24;9;4
929;28;9;LucasRoser;Deutschland;17;3;0
930;28;15;OsmanAtilgan;Deutschland;5;1;0
931;28;32;VasilKusej;Tschechien;0;0;0
932;34;1;MarcelSchuhen;Deutschland;14;0;1
933;34;29;NiklasLomb;Deutschland;14;0;0
934;34;33;RickWulle;Deutschland;0;0;0
935;34;4;JesperVerlaat;Niederlande;24;0;0
936;34;23;MarkusKarl;Deutschland;23;1;0
937;34;19;LeartPaqarada;Kosovo;22;0;2
938;34;24;PhilippKlingmann;Deutschland;18;2;2
939;34;14;TimKister;Deutschland;14;1;0
940;34;2;AleksandrZhirov;Russland;10;0;0
941;34;18;DennisDiekmeier;Deutschland;8;0;3
942;34;34;TimKnipping;Deutschland;6;1;0
943;34;30;SorenDieckmann;Deutschland;5;0;0
944;34;3;AlexRossipal;Deutschland;2;0;0
945;34;36;KenGipson;Deutschland;1;0;0
946;34;28;PhilippForster;Deutschland;25;5;0
947;34;6;DenisLinsmayer;Deutschland;24;1;0
948;34;25;FelixMüller;Deutschland;15;2;2
949;34;22;KorbinianVollmann;Deutschland;14;0;2
950;34;17;ErikZenga;Deutschland;12;0;0
951;34;27;MaximilianJansen;Deutschland;11;0;1
952;34;20;TaffertshoferEmanuel;Deutschland;8;0;0
953;34;31;StefanKulovits;Österreich;7;0;0
954;34;8;MohamedGouaida;Tunesien;3;0;0
955;34;10;NejmeddinDaghfous;Deutschland;0;0;0
956;34;11;FabianSchleusener;Deutschland;27;11;0
957;34;7;AndrewWooten;Vereinigte Staaten;24;10;1
958;34;16;KevinBehrens;Deutschland;24;1;3
959;34;9;RúrikGislason;Island;21;0;7
960;34;21;KarimGuede;Slowakei;8;0;1
961;34;12;FlorianHansch;Deutschland;4;0;0
962;35;30;AlexanderBrunst;Deutschland;15;0;0
963;35;1;GiorgiLoria;Georgien;8;0;0
964;35;1;JasminFejzic;Bosnien-Herzegowina;4;0;0
965;35;12;MarioSeidel;Deutschland;0;0;0
966;35;5;TobiasMüller;Deutschland;22;0;0
967;35;14;SteffenSchäfer;Deutschland;15;0;0
968;35;17;RichardWeil;Deutschland;14;0;1
969;35;18;AleksandarIgnjovski;Serbien;12;0;0
970;35;3;ChristopherHandke;Deutschland;8;1;0
971;35;33;RomainBregerie;Frankreich;8;0;0
972;35;10;NicoHammann;Deutschland;8;0;0
973;35;29;TimoPerthel;Deutschland;6;1;0
974;35;20;JoelAbuHanna;Deutschland;0;0;0
975;35;9;MarcelCostly;Deutschland;26;1;1
976;35;19;MichelNiemeyer;Deutschland;23;1;2
977;35;13;DennisErdmann;Deutschland;22;1;0
978;35;6;BjörnRother;Deutschland;20;1;0
979;35;16;NilsButzen;Deutschland;18;0;2
980;35;21;RicoPreissinger;Deutschland;16;1;1
981;35;23;CharlesElieLaprevotte;Frankreich;13;0;0
982;35;4;JanKirchhoff;Deutschland;6;0;1
983;35;22;ManfredOseiKwadwo;Deutschland;3;0;0
984;35;8;PhilipTürpitz;Deutschland;26;6;2
985;35;26;MariusBulter;Deutschland;26;2;3
986;35;11;ChristianBeck;Deutschland;25;8;4
987;35;7;FelixLohkemper;Deutschland;22;4;1
988;35;37;MergimBerisha;Kosovo;5;0;0
989;35;27;StevenLewerenz;Deutschland;4;0;0
990;35;24;TarekChahed;Deutschland;3;0;0
991;35;25;PhilippHarant;Deutschland;0;0;0
992;33;27;DanielMesenhöler;Deutschland;15;0;0
993;33;30;FelixWiedwald;Deutschland;8;0;0
994;33;22;JonasBrendieck;Deutschland;0;0;0
995;33;17;KevinWolze;Deutschland;26;5;4
996;33;6;GerritNauber;Deutschland;24;1;0
997;33;7;AndreasWiegel;Deutschland;24;0;1
998;33;4;DustinBomheuer;Deutschland;22;0;0
999;33;29;SebastianNeumann;Deutschland;9;0;0
1000;33;3;EnisHajri;Tunesien;8;1;0
1001;33;23;YanniRegäsel;Deutschland;6;0;0
1002;33;2;SeoYoung-Jae;Republik Korea (Südkorea);6;0;0
1003;33;26;VincentGembalies;Deutschland;1;0;0
1004;33;0;JosephBaffo;Schweden;0;0;0
1005;33;8;Migel-MaxSchmeling;Deutschland;0;0;0
1006;33;10;FabianSchnellhardt;Deutschland;27;1;1
1007;33;16;LukasFröde;Deutschland;22;1;0
1008;33;14;TimAlbutat;Deutschland;8;0;0
1009;33;13;LukasDaschner;Deutschland;5;1;0
1010;33;21;ChristianGartner;Österreich;2;0;0
1011;33;20;CaulyOliveiraSouza;Brasilien;25;6;2
1012;33;11;StanislavIljutcenko;Deutschland;25;2;1
1013;33;9;AhmetEngin;Deutschland;25;1;4
1014;33;15;JohnVerhoek;Niederlande;22;1;1
1015;33;33;MoritzStoppelkamp;Deutschland;21;0;0
1016;33;19;RichardSukuta-Pasu;Deutschland;17;1;0
1017;33;24;BorisTashchy;Ukraine;16;2;0
1018;33;36;Joseph-ClaudeGyau;Vereinigte Staaten;12;1;0
1019;33;28;HavardNielsen;Norwegen;8;3;1
1020;33;25;JanNiklasPia;Deutschland;0;0;0
1021;36;16;MarcoKnaller;Österreich;10;0;0
1022;36;22;PhilippTschauner;Deutschland;8;0;0
1023;36;1;PhilippHeerwagen;Deutschland;5;0;0
1024;36;24;FabijanBuntic;Deutschland;4;0;0
1025;36;5;BenediktGimber;Deutschland;23;0;0
1026;36;6;PauloOtavio;Brasilien;18;0;0
1027;36;2;FredericAnanou;Deutschland;16;1;0
1028;36;34;MarvinMatip;Kamerun;15;1;0
1029;36;26;PhilNeumann;Deutschland;13;1;0
1030;36;19;MarcelGaus;Deutschland;13;0;1
1031;36;3;LucasGalvao;Brasilien;10;0;0
1032;36;4;BjornPaulsen;Dänemark;8;1;0
1033;36;15;MergimMavraj;Albanien;7;0;0
1034;36;10;SonnyKittel;Deutschland;25;7;1
1035;36;7;KonstantinKerschbaumer;Österreich;23;3;2
1036;36;30;ThomasPledl;Deutschland;19;0;3
1037;36;23;RobinKrauße;Deutschland;18;0;0
1038;36;8;AlmogCohen;Israel;13;1;0
1039;36;21;TobiasSchröck;Deutschland;9;0;1
1040;36;28;ChristianTräsch;Deutschland;8;0;0
1041;36;25;JonatanKotzke;Deutschland;7;1;0
1042;36;17;CenkSahin;Türkei;5;0;0
